Region,Site Name,SiteID,Assemblage,LabID,C14Age,C14SD,Delta 13,Material,MaterialID,Source,NZTM N,NZTM E,Longitude,Latitude
Northern,Paengaroa,U15/501,Pit 12,Wk19541,452,34,,Charcoal,Cyatha dealbata,Moore 2006a,5802155,1898808,176.3973193,-37.8791094
Northern,Paengaroa,U15/502,Pit 20,Wk19542,412,36,,Charcoal,Pteridium sp.   ,Moore 2006a,5802085,1898858,176.3979159,-37.87972281
Northern,Hamurana Road,U15/9,Trench 1,Wk16047,266,49,-26.8,Charcoal,Short lived species,Campbell and Phillips 2005,5785383,1886343,176.2624891,-38.03403268
Northern,Hamurana Road,U15/9,"Area D, Feature 4",Wk16049,242,34,-27.8,Charcoal,Short lived species,Campbell and Phillips 2005,5785383,1886343,176.2624891,-38.03403268
Northern,Hamurana Road,U15/9,"Area A, Feature 5",Wk16048,228,35,-29.8,Charcoal,Short lived species,Campbell and Phillips 2005,5785383,1886343,176.2624891,-38.03403268
Northern,Hamurana Road,U15/9,Trench 1,Wk16046,160,46,-27.2,Charcoal,Short lived species,Campbell and Phillips 2005,5785383,1886343,176.2624891,-38.03403268
Northern,Cooks Cove,Z17/311a,Layer 5a,Wk24846,361,35,-25.7,Charcoal,Short lived species,Walter et al 2011,5738514,2066293,178.3369036,-38.38002234
Northern,Cooks Cove,Z17/311a,Layer 5a,Wk24847,389,36,-26.6,Charcoal,Short lived species,Walter et al 2011,5738514,2066293,178.3369036,-38.38002234
Northern,Cooks Cove,Z17/311b,"Layer 3, Feature 1",Wk24844,80,35,-26,Charcoal,Short lived species,Walter et al 2011,5738514,2066293,178.3369036,-38.38002234
Northern,Cooks Cove,Z17/311b,"Layer 3, Feature 1",Wk24845,137,36,-26.1,Charcoal,Short lived species,Walter et al 2011,5738514,2066293,178.3369036,-38.38002234
Central,Epiha,Q19/396,Area 77- Ditch,Wk 39849,208,44,-24.9,Charcoal,Pteridium sp. ,Bader 2014,5680310,1711875,174.2923066,-39.01909522
Northern,Kawakawa Bay,S11/1083,"SS2, Feature 6 - fire scoop",Wk 40224,218,21,See Note 1,Charcoal,Short lived species,Baquie et al. 2015,5908755,1793359,175.171518,-36.94744166
Northern,Kawakawa Bay,S11/1083,"SS5, Area 10, Feature 9",Wk 40225,186,23,See Note 1,Charcoal,Short lived species,Baquie et al. 2015,5908755,1793359,175.171518,-36.94744166
Northern,Opito,T10/777,F12,Wk 37542,151,28,-25.6,Charcoal,Short lived species,Bicklet et a. 2014,5933960,1849075,175.7883826,-36.70741383
Northern,Opito,T10/777,F65,Wk 37543,390,20,-23.7,Charcoal,Hinau seed,Bicklet et a. 2014,5933960,1849075,175.7883826,-36.70741383
Northern,Opito,T10/777,F278,Wk 37545,375,20,-24.9,Charcoal,Coprosma sp.,Bicklet et a. 2014,5933960,1849075,175.7883826,-36.70741383
Northern,Opito,T10/777,F364,Wk 37547,367,23,-25.9,Charcoal,Seeds,Bicklet et a. 2014,5933960,1849075,175.7883826,-36.70741383
Northern,Opito,T10/777,F503,Wk 37548,254,29,-25.6,Charcoal,Short lived species,Bicklet et a. 2014,5933960,1849075,175.7883826,-36.70741383
Central,Mangahewa,Q19/400,F2,Wk 40222,254,21,-31.1,Charcoal,Short lived species,Bicklet et al. 2014a,5677153,1713322,174.3095422,-39.04735012
Central,Mangahewa,Q19/400,F4,Wk 40223,208,22,-25.6,Charcoal,Short lived species,Bicklet et al. 2014a,5677153,1713322,174.3095422,-39.04735012
Northern,Tauriko,U14/2351,"Pit 1, F60",Wk 33259,332,29,-29.6,Charcoal,"Supplejack, Mahoe, Coprosma sp., Tutu",Campbell and Harris 2012,5817364,1873015,176.0987455,-37.75032457
Northern,Te Tumu,V14/40,F1,Wk 37243,163,30,-25,Charcoal,"Hebe sp., Coprosma sp., Manuka, Dracohyllum",Campbell 2013,5816630,1900807,176.4140006,-37.74821833
Northern,Te Tumu,V14/40,F30,Wk 37245,207,32,-24.9,Charcoal,"Manuka, Putaputaweta, Pate, Ribbonwood",Campbell 2013,5816630,1900807,176.4140006,-37.74821833
Northern,Matahuru,S13/150,Fire scoop,Wk 33642,261,28,-24.7,Charcoal,Short lived species,Campbell and Harris 2013,5854977,1803603,175.3011398,-37.42965602
Northern,Mangatawhiri,S12/362,Fire scoop,Wk 33643,178,30,-26.3,Charcoal,Short lived species,Campbell and Harris 2013,5882295,1789950,175.1399463,-37.18648824
Northern,Waniwani Pa,T15/153,Feature 4,Wk 33644,281,25,-24.7,Charcoal,Karaka seeds,Campbell and Harris 2013,5789249,1831598,175.6381766,-38.01487939
Northern,Maungatatautari,T15/242,Fire scoop,Wk 33645,223,25,-24.8,Charcoal,Short lived species,Campbell and Harris 2013,5786250,1831657,175.6398175,-38.04186513
Northern,Thornton Road Pa,S15/66,Feature 10,Wk 37921,387,20,-29.6,Charcoal,Mahoe and Tawa twigs,Campbell and Hudson 2012,5803775,1819433,175.4952966,-37.8871083
Northern,Thornton Road Pa,S15/66,Feature 37,Wk 37922,381,20,-24,Charcoal,Tawa twigs,Campbell and Hudson 2012,5803775,1819433,175.4952966,-37.8871083
Northern,Swayne Road,S15/324,Feature 95,Wk 37923,95,26,-26,Charcoal,"Tawa twigs, matai twigs",Campbell and Hudson 2012,5805745,1817310,175.4705825,-37.86987821
Northern,Swayne Road,S15/324,Feature 118,Wk 37924,416,29,-27,Charcoal,Mahoe and tawa twiggs,Campbell and Hudson 2012,5805745,1817310,175.4705825,-37.86987821
Northern ,Tirau Road,T15/243,F361,Wk 43390,342,20,See Note 1,Charcoal,Pteridium sp.,Campbell et al. 2016,5802887,1819901,175.5008844,-37.89499137
Northern ,Thornton Road,S15/753,F271,Wk 43389,164,24,-25,Charcoal,Pteridium sp.,Campbell et al. 2016,5804214,1819088,175.4912435,-37.88323839
Northern ,Thornton Road,S15/753,F370,Wk 43391,211,19,-25.1,Charcoal,Pteridium sp.,Campbell et al. 2016,5804214,1819088,175.4912435,-37.88323839
Northern ,Tirau Road Sth,T15/346,F429,Wk 43393,113,26,-25.2,Charcoal,Pteridium sp.,Campbell et al. 2016,5802793,1819985,175.5018676,-37.89581749
Northern ,Tirau Road Sth,T15/346,F432,Wk 43394,259,26,-25.6,Charcoal,Pteridium sp.,Campbell et al. 2016,5802793,1819985,175.5018676,-37.89581749
Northern ,Tirau Road Sth,T15/346,F485,Wk 43395,129,20,See Note 1,Charcoal,Pteridium sp.,Campbell et al. 2016,5802793,1819985,175.5018676,-37.89581749
Northern ,Tirau Road Sth,T15/346,F487,Wk 43396,228,20,See Note 1,Charcoal,Pteridium sp.,Campbell et al. 2016,5802793,1819985,175.5018676,-37.89581749
Northern ,Swayne Road Nth,S15/480,F416,Wk 43392,352,20,See Note 1,Charcoal,Tawa twigs,Campbell et al. 2016,5805970,1817269,175.4700491,-37.86786193
Northern ,NIMT Bridge,S14/331,"F65, Firescoop",Wk 42821,218,20,See Note 1,Charcoal,"Tutu, Fivefinger, Olearia sp., Lancewood, Manuka, Porokaiwhiria, Mapou and Tawa twigs",Cruickshank et al. 2016,5787366,1802397,175.3063405,-38.03882836
Northern ,NIMT Bridge,S14/331,"F71, Firescoop",Wk 42822,182,20,See Note 1,Charcoal,"Coprosma sp., Mapou, Lancewood and Porokaiwhiria",Cruickshank et al. 2016,5787366,1802397,175.3063405,-38.03882836
Northern ,NIMT Bridge,S14/331,F129,Wk 42823,113,30,-31.6,Charcoal,"Kanuka, Hard Beech twigs",Cruickshank et al. 2016,5787366,1802397,175.3063405,-38.03882836
Northern ,NIMT Bridge,S14/331,"F74, Firescoop",Wk 42824,166,20,See Note 1,Charcoal,"Mapou, Hard Beech twigs",Cruickshank et al. 2016,5787366,1802397,175.3063405,-38.03882836
Northern ,Timberly Road,R11/2379,F36,Wk 40915,604,20,See Note 1,Charcoal,Knightia excels,Farley et al. 2015,5905156,1760047,174.7983555,-36.98611995
Northern ,Timberly Road,R11/2379,F92,Wk 40916,420,20,See Note 1,Charcoal,Prumnopitys taxifolia,Farley et al. 2015,5905156,1760047,174.7983555,-36.98611995
Northern ,Timberly Road,R11/2379,F129,Wk 40917,396,21,See Note 1,Charcoal,Vitex lucens,Farley et al. 2015,5905156,1760047,174.7983555,-36.98611995
Northern ,Horotiu Gardens,S14/194,"Area A, F36",Wk 35777,347,25,See Note 1,Charcoal,Tawa seeds,Gumbley and Hoffman 2013,5825445,1795000,175.2118293,-37.69749907
Northern ,Horotiu Gardens,S14/194,"Area B, F75",Wk 35778,210,25,-28,Charcoal,Hebe sp. ,Gumbley and Hoffman 2013,5825445,1795000,175.2118293,-37.69749907
Northern ,Horotiu Gardens,S14/195,"Tract C, F75",Wk 35780,425,25,-25.8,Charcoal,Tawa twigs,Gumbley and Hoffman 2013,5825980,1795150,175.2133862,-37.69264861
Northern ,Horotiu Gardens,S14/195,"Tract A, F44",Wk 35781,360,25,See Note 1,Charcoal,Tawa twigs,Gumbley and Hoffman 2013,5825980,1795150,175.2133862,-37.69264861
Northern ,Horotiu Gardens,S14/195,"Tract J, F102",Wk 35782,289,25,-25.4,Charcoal,Tawa seeds,Gumbley and Hoffman 2013,5825980,1795150,175.2133862,-37.69264861
Northern ,Horotiu Gardens,S14/195,"Tract K, F134",Wk 35783,314,25,-24.3,Charcoal,Tawa seeds,Gumbley and Hoffman 2013,5825980,1795150,175.2133862,-37.69264861
Northern ,Horotiu Gardens,S14/194,"Area A, F6",Wk 35971,271,25,-23.3,Charcoal,Tawa seeds,Gumbley and Hoffman 2013,5825445,1795000,175.2118293,-37.69749907
Northern ,Horotiu Gardens,S14/194,"Area B, F46",Wk 35972,230,25,-27.1,Charcoal,Hebe sp.,Gumbley and Hoffman 2013,5825445,1795000,175.2118293,-37.69749907
Northern ,Horotiu Gardens,S14/195,"Tract M, F46",Wk 35973,249,33,-24.6,Charcoal,Pteridium seeds,Gumbley and Hoffman 2013,5825980,1795150,175.2133862,-37.69264861
Northern ,Horotiu Gardens,S14/195,"Tract M, F23",Wk 35974,523,34,-27.9,Charcoal,Tawa twigs,Gumbley and Hoffman 2013,5825980,1795150,175.2133862,-37.69264861
Northern ,Horotiu Gardens,S14/195,"Tract M, F46",Wk 35975,285,33,-25,Charcoal,Pteridium sp.,Gumbley and Hoffman 2013,5825980,1795150,175.2133862,-37.69264861
Northern ,Horotiu Gardens,S14/195,"Tract M, F23",Wk 35976,505,26,-23,Charcoal,Tawa twigs,Gumbley and Hoffman 2013,5825980,1795150,175.2133862,-37.69264861
Northern ,Te Awa Cycleway,S15/669,F48,Wk 38945,392,27,See Note 1,Charcoal,Rewarewa stem,Gumbley and Hutchinson 2014,5803125,1815090,175.4461454,-37.89399769
Northern ,Te Awa Cycleway,S15/68,F2,Wk 38946,272,27,See Note 1,Charcoal,Hebe sp. Coprosma sp.,Gumbley and Hutchinson 2014,5803623,1814279,175.436782,-37.88970451
Northern ,Te Awa Cycleway,S15/68,F2,Wk 38947,274,25,See Note 1,Charcoal,"Hebe seed, Tawa branch",Gumbley and Hutchinson 2014,5803623,1814279,175.436782,-37.88970451
Northern ,Cabana Lodge,T12/3,F63,Wk 33850,635,28,-27.8,Charcoal,"Akeake, Mingimingi, Putaputaweta, Mahoe",Gumbley 2014,5879080,1855330,175.8768676,-37.19984834
Northern ,Wintrebre Lane,U14/3404,Oven feature,Wk 34905,341,25,-29.9,Charcoal,Mahoe,Harris 2012,5816086,1872206,176.0900544,-37.76206771
Northern ,Whakatane Hospital,W15/1196,Oven feature,Wk 37746,578,20,-27,Charcoal,Mahoe and Mingimingi ,Harris 2014,5790580,1949534,176.9784797,-37.96514443
Northern ,Briers Block,T11/51,"Pit, F4",Wk 33864,388,29,-28.9,Charcoal,Coprosma and Kanuka,Hoffman 2012,5922295,1822815,175.4980782,-36.81899309
Northern ,Briers Block,T11/51,"F8, firescoop",Wk 33865,416,30,-26.2,Charcoal,Kanuka ,Hoffman 2012,5922295,1822815,175.4980782,-36.81899309
Northern ,Briers Block,T11/50,Midden fill layer in pit,Wk 33867,193,26,-25.5,Charcoal,Seeds,Hoffman 2012,5922406,1822740,175.4972056,-36.81801107
Northern ,Briers Block,T11/50,F10b,Wk 33868,255,28,-27.8,Charcoal,Coprosma sp.,Hoffman 2012,5922406,1822740,175.4972056,-36.81801107
Northern ,Briers Block,T11/51,"F2, pit",Wk 33869,336,26,-25,Charcoal,Seeds,Hoffman 2012,5922295,1822815,175.4980782,-36.81899309
Northern ,Oponae Forest,W16/423a,"F8, Rua pit",Wk 37985,407,20,-27,Charcoal,Quintinia sp. Twigs,Hoffman 2014,5756085,1976110,177.2983874,-38.26455605
Northern ,Oponae Forest,W16/423b,"F10, firescoop",Wk 37987,140,20,-27,Charcoal,Hebe sp. ,Hoffman 2014,5756085,1976110,177.2983874,-38.26455605
Northern ,Oponae Forest,W16/423b,"F9, firescoop",Wk 37986,168,20,-25.9,Charcoal,Tawa ,Hoffman 2014,5756085,1976110,177.2983874,-38.26455605
Northern ,Taputapuatea,T11/914,F50,Wk 41157,482,20,See Note 1,Charcoal,Dracophyllum,Hoffman 2016,5922401,1840467,175.6957576,-36.81371792
Northern ,Taputapuatea,T11/914a,F6,Wk 41158,581,20,See Note 1,Charcoal,Mangrove,Hoffman 2016,5922401,1840467,175.6957576,-36.81371792
Northern ,Taputapuatea,T11/914a,F11,Wk 41159,519,20,See Note 1,Charcoal,Ramarama,Hoffman 2016,5922401,1840467,175.6957576,-36.81371792
Northern ,Taputapuatea,T11/914b,F19,Wk 41160,465,20,See Note 1,Charcoal,Mahoe sp. Twig,Hoffman 2016,5922401,1840467,175.6957576,-36.81371792
Northern ,Taputapuatea,T11/914c,"Area 7, F32",Wk 41161,614,20,See Note 1,Charcoal,Mapou ,Hoffman 2016,5922401,1840467,175.6957576,-36.81371792
Northern ,Taputapuatea,T11/914c,"Area 7, F35",Wk 41162,691,30,-25.1,Charcoal,Myrsine sp.,Hoffman 2016,5922401,1840467,175.6957576,-36.81371792
Northern ,Taputapuatea,T11/914c,"Area 6, Layer P",Wk 41163,676,20,See Note 1,Charcoal,Coprosma sp.,Hoffman 2016,5922401,1840467,175.6957576,-36.81371792
Northern ,Taputapuatea,T11/914b,"Area 5, F17",Wk 43224,564,20,See Note 1,Charcoal,Mapou,Hoffman 2016,5922401,1840467,175.6957576,-36.81371792
Northern ,Taputapuatea,T11/914b,"Area 5, F16",Wk 43225,526,20,See Note 1,Charcoal,Dracophyllum sp.,Hoffman 2016,5922401,1840467,175.6957576,-36.81371792
Northern ,Taputapuatea,T11/914a,"Riparian area, F7",Wk 43226,424,20,See Note 1,Charcoal,Coprosma sp. ,Hoffman 2016,5922401,1840467,175.6957576,-36.81371792
Northern ,Taputapuatea,T11/914c,"Area 4, F61",Wk 43227,506,20,See Note 1,Charcoal,Ngaio,Hoffman 2016,5922401,1840467,175.6957576,-36.81371792
Northern ,Taputapuatea,T11/914c,"Area 6, F43",Wk 43228,676,20,See Note 1,Charcoal,Mapou,Hoffman 2016,5922401,1840467,175.6957576,-36.81371792
Northern ,Taputapuatea,T11/914,"Area 8, F45",Wk 43229,356,20,See Note 1,Charcoal,Pohutukawa twig,Hoffman 2016,5922401,1840467,175.6957576,-36.81371792
Northern ,Taputapuatea,T11/914,"Area 2, Midden G",Wk 43230,277,20,See Note 1,Charcoal,Pohutukawa twig,Hoffman 2016,5922401,1840467,175.6957576,-36.81371792
Northern ,Taputapuatea,T11/914,Midden F ,Wk 43231,354,20,See Note 1,Charcoal,Hinau seed,Hoffman 2016,5922401,1840467,175.6957576,-36.81371792
Northern ,Taputapuatea,T11/914,Midden G,Wk 43233,360,20,See Note 1,Charcoal,Pohutukawa twig,Hoffman 2016,5922401,1840467,175.6957576,-36.81371792
Northern ,Taputapuatea,T11/914,Midden E. F76,Wk 43291,378,20,See Note 1,Charcoal,Hebe sp.,Hoffman 2016,5922401,1840467,175.6957576,-36.81371792
Northern,Mahinepua,P04/99,Feature 4,Wk 32614,339,25,-24.7,Charcoal,Manuka ,Johnson 2014,6126828,1676787,173.8414577,-34.99824631
Northern,Hahei,T11/1030,Feature 4,Wk 33967,388,33,-26.6,Charcoal,Short lived species,Judge et al. 2013,5918930,1850778,175.8123699,-36.84229457
Northern,Hahei,T11/1030,Feature 5,Wk 33968,382,32,-25.6,Charcoal,Short lived species,Judge et al. 2013,5918930,1850778,175.8123699,-36.84229457
Central,Opoutama,X19/396,F24,Wk 34824,193,30,-26.3,Charcoal,Short lived species,Keith 2013,5665842,2018447,177.8350519,-39.05624915
Central,Mangahewa,Q19/406,F18,Wk 36504,356,29,-28.4,Charcoal,Five finger,Phillips 2013,5674615,1714441,174.3228968,-39.07006872
Central,Mangahewa,Q19/406,F18,Wk 36505,366,29,-29.1,Charcoal,Five finger,Phillips 2013,5674615,1714441,174.3228968,-39.07006872
Central,Mangahewa,Q19/406,"F4, Hangi",Wk 36503,303,27,-26.1,Charcoal,Kohekohe and Mahoe twigs,Phillips 2013,5674615,1714441,174.3228968,-39.07006872
Northern,Kaeo Flood Scheme,P04/760,"Context 286, firescoop fill",Wk 41041,152,28,-25.2,Charcoal,Pseudopanax sp.,Shackles et al. 2015,6115091,1671969,173.7896831,-35.10442752
Northern,Kaeo Flood Scheme,P04/761,"Context 198, firescoop fill",Wk 41042,106,33,-25.3,Charcoal,"Tutu, Hebe sp., Coprosma sp. And Mahoe",Shackles et al. 2015,6115210,1671548,173.7850538,-35.10338456
Northern,Kaeo Flood Scheme,P04/761,"Context 219, firescoop fill",Wk 41040,337,28,-25.2,Charcoal,"Tutu, Coprosma sp., Mahoe, Mapou and Manuka",Shackles et al. 2015,6115210,1671548,173.7850538,-35.10338456
Northern,WKM Tower,S15/68,Feature 5,Wk 43693,302,20,See Note 1,Charcoal,Coprosma sp. ,Trilford 2016,5803623,1814279,175.436782,-37.88970451
